Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role
1305,idealogue,Noun,"Someone who espouses a particular ideology, particularly a political one.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1331,ideator,Noun,"One who ideates; one who holds or generates an idea, or synthesizes a concept",,"1892, Jerome A. Anderson, Reincarnation: A Study of the Human Soul in Its Relation to Re-birth, Evolution, Post-mortem States, the Compound Nature of Man, Hypnotism, Etc:The fact that in the lowly forms of life the function greatly exceeds the form in complexity shows conclusively that there is an inner entity synthesizing these functions, and that evolution in all its phases is but the outer response to the inner idea, and, as ideas necessitate an ideator, an inner entity is therefore necessitated. 2013, Virginia E. Richardson, Amanda S. Barusch, Gerontological Practice for the Twenty-first Century (page 136) Active suicidal ideators were defined as people who were seriously thinking, planning, or wishing to commit suicide.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1404,identifier,Noun,Someone who identifies; a person who establishes the identity of,,"2001, Theodore A. Landers, The Career Guide to the Horse Industry[1]:The Identifier personally inspects each horse in each race by verifying the lip tattoo, body color, head and leg markings, scars, and chestnut (night eyes). 2004, John McEvoy, Great Horse Racing Mysteries: True Tales from the Track[2]:The foal papers are documents recording the horse's registration; no horse can start in any race unless his papers are in the hands of the track's identifier.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1405,identifier,Noun,Something that identifies or uniquely points to something or someone else,,"2008, Ted Dunstone, Neil Yager, Biometric System and Data Analysis:Prehistoric artists used hand-prints in cave paintings, perhaps as a 'signature'. They might be considered the earliest example of a biometric identifier.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1431,identitarian,Noun,One who supports the theory of identitarianism.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1520,ideologist,Noun,One who theorizes or idealizes; one who advocates the doctrines of ideology,,Synonym: ideologue,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1526,ideologizer,Noun,One who ideologizes,,"1971, Joseph Rogers Hollingsworth, Nation and State Building in America: Comparative Historical Perspectives:What this often means, indeed, as once again the Australian experience illustrates, is a positive distrust of the intellectual, the ideologizer. 2015, Michael Mewshaw, Sympathy for the Devil:In fact, at the age of fifty-three, Pasolini might well have been Gore's doppelgnger, and what Italo Calvino had written about Pasolini could have applied to Vidal as well: he was the ideologizer of eros and the eroticizer of ideology.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1691,idiophonist,Noun,Someone who plays an idiophone musical instrument.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1770,idiotist,Noun,"One who is idiotist (either sense) 1917, The Quest - Volume 8, Part 2, page 442:...might not inappropriately be called idiotists, for they assuredly reveal their incapacity for cosmopolitan responsibility and the high duties of world citizens",,"1999 November 23, calm...@my-deja.com, The Chris Rock Show - Who Watches It?, in alt.showbiz.gossip, Usenet:I don't like idiots. You can say, I'm an ""idiotist"" 2013 June 14, Mr Pounder, Fed up with cold callers Group, in , Usenet:I am not a racist, but I do admit to being an idiotist. I am really, really, prejudiced against stupid people. 2016 September 5, jonathan, Promised prosperity arrived in Russian-held Crimea, in sci.military.naval, Usenet:And now the idiotist Jonthy naively believes he can oppose this with his pathetic Atlanticist propaganda shit.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1824,idler,Noun,One who idles; one who spends his or her time in inaction.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1825,idler,Noun,One who idles; a lazy person; a sluggard.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1860,idolater,Noun,One who worships idols; (historical) a pagan,,"Bible, 1 Corinthians 5:9-12 KJV I wrote unto you in an epistle not to company with fornicators: Yet not altogether with the fornicators of this world, or with the covetous, or extortioners, or with idolaters; for then must ye needs go out of the world. But now I have written unto you not to keep company, if any man that is called a brother be a fornicator, or covetous, or an idolater, or a railer, or a drunkard, or an extortioner; with such an one no not to eat. For what have I to do to judge them also that are without? do not ye judge them that are within?",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
1905,idolizer,Noun,One who idolizes,,"2009 April 5, Joe Sexton, The Thrilla Continues to Thrill, in New York Times[1]:But he does pretty good work to the body of the Ali image, and it was a fairly humiliating read for me, an Ali idolizer stuck back in that night in 1975.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2182,ignorant,Noun,One who is ignorant.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2212,ignorer,Noun,One who ignores,,"2008 January 20, Lauren Fox, Political Football, in New York Times[1]:THESE days it seems to me, a passionate ignorer of football, that all anyone can talk about around here are the Green Bay Packers.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2229,ignostic,Noun,One who holds to ignosticism.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2572,ill-wisher,Noun,Someone who wishes harm on someone else.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2715,illeist,Noun,Someone who refers to himself or herself in the third person.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2859,illuminant,Noun,Something that illuminates.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2893,illuminator,Noun,Agent noun of illuminate; one who illuminates; an explainer.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2901,illuminer,Noun,"One who, or that which, illuminates.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2910,illuminist,Noun,"Someone who subscribes to the doctrine of illuminism, or who claims to have achieved spiritual illumination; one of the Illuminati",,"2006, Marsha Keith Schuchard, Why Mrs Blake Cried, Pimlico 2007, p. 218: For some years, the Swedenborgians had been corresponding with fellow Illuminists in Poland, Germany, Sweden and France, and they were eager to learn more about the mystical and millenarian prophecies emanating form their lodges.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2940,illusionist,Noun,One who works with illusion or sleight of hand.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
2941,illusionist,Noun,One who deceives by magical or mystical means.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3005,illwisher,Noun,One who wishes somebody ill.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3073,imagemaker,Noun,One who produces pictures or photographs.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3074,imagemaker,Noun,One who develops another person's public image,,"1988 October 28, Michael Miner, The Next Best Thing to Reagan; Hair Today; Striking a Deal, in Chicago Reader[1]:First, when Squires blamed Bush's ""campaign imagemakers"" for the low road he's traveled, even blaming them for picking Quayle.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3084,imager,Noun,One who images or forms likenesses; a sculptor.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3156,imaginer,Noun,One who imagines (something),,"2007, March 18, Terrence Rafferty, in Ice Men[1]:Although Simmons, as a professional purveyor of horror and fantasy, is no dim imaginer, he has his work cut out for him.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3193,imam,Noun,One who leads the salat prayers in a mosque.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3204,iman,Noun,One who has the Islamic faith and is a mu'min (believer).," Islam, countable",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3334,imbiber,Noun,"one who imbibes, who drinks, especially alcoholic beverages.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3349,imbitterer,Noun,"One who, or that which, imbitters.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3500,imbuer,Noun,One who imbues.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3722,imitator,Noun,One who imitates or apes another,,Synonym: aper,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3912,immerser,Noun,"One who immerses, as for example one who carries out baptism by immersion.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
3973,immigrationist,Noun,One who favours immigration,,"2010, Guillaume Faye, John B. Morgan, Archeofuturism: European Visions of the Post-catastrophic Age Immigrationists reason that France has always been a land of melting-pots and large-scale invasions. The proof of this? The endless waves of Celts, Germanics, Romans and Slavs that have entered the country. Sure, but these were neighbouring peoples, 'close cousins' to be more precise.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4084,immolator,Noun,One who offers in sacrifice.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4108,immortal,Noun,One who is not susceptible to death.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4122,immortalist,Noun,One who holds the doctrine of the immortality of the soul,,(Can we find and add a quotation of Jeremy Taylor to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4131,immortalizer,Noun,One who immortalizes something.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4221,immunizer,Noun,One who immunizes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4296,immunobiologist,Noun,One who studies immunobiology.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4632,immunohematologist,Noun,One who works in the field of immunohematology,,"2007 May 20, Christine Szretter, Allen Gelb, in New York Times[1]:The bridegroom, 75, retired as a consulting immunohematologist in Manhattan, serving as an expert witness in paternity cases.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4842,immunopathologist,Noun,One who studies immunopathology.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
4866,immunopharmacologist,Noun,One who studies immunopharmacology.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5242,immutable,Noun,something that cannot be changed,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5318,impacter,Noun,One who or that which makes an impact,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5354,impairer,Noun,"One who, or that which, impairs.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5383,impaler,Noun,One who impales,,Vlad the Impaler,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5481,imparter,Noun,One who imparts,,"1912, Principles of Educational Practice - Page 161. The teacher is therefore not an imparter of knowledge but only a guide, a director of the energy and activity which the child has to offer.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5486,impartialist,Noun,Someone who is or pretends to be impartial.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5600,impeacher,Noun,One who impeaches,,"Although she was not ultimately removed from office, she still carried a grudge against her impeachers.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5647,impeder,Noun,One who impedes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5709,impending,Noun,Something that impends or threatens; an expected event,,"1934, Arabella Kenealy, The Human Gyroscope Speed of locomotion and staying power in horse and others; the sense of smell in dog and in most other creatures (a far subtler and more analytical faculty than is man's mere perception of odour). Even an uncanny supra-natural sense of natural impendings, catastrophe, earthquake and flood, lacking in man, is found in simpler creatures. 1994, Steve Garvey, quoted in 2000, Nicholas Barnes, Ainin H. Garvey, The Lost Writings of Steve Garvey (page 23) Although I do think about death quite regularly, my intense fear of lesser impendings has taught me that the only way I will survive it is to remain objective []",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5726,impenitent,Noun,One who is not penitent.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5817,imperfection,Noun,"Something that makes something else less than perfect; a blemish, impurity, error, etc", countable,He loves me despite my imperfections.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5917,imperishable,Noun,"something that does not perish, or keeps for a long time", in the plural,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
5994,impersonator,Noun,One who fraudulently impersonates another person.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6071,impetus,Noun,Something that impels; a stimulating factor,,"The outbreak of World War II in 1939 gave a new impetus to receiver development. 2011, Phil McNulty, Euro 2012: Montenegro 2-2 England [1] In a single moment Montenegro and their supporters were given fresh impetus and encouragement. Beciraj tested Hart with a low shot before teenager Phil Jones, on his England debut, suffered an anxious moment when Stevan Jovetic went down under his challenge, leaving the youngster clearly relieved to see referee Stark wave away Montenegro's appeals.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6169,implantologist,Noun,One who studies implantology.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6290,implier,Noun,One who implies.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6316,implorer,Noun,One who implores.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6404,imponent,Noun,One who imposes a rule.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6425,importable,Noun,Something that can be imported,,"2015 July, Peter Lloyd, Donald MacLaren, Assistance to Australian Agriculture from Federation to World War II, in Australian Journal of Agricultural and Resource Economics (via SSRN)[1]:Then the nominal rates of assistance from these measures are calculated for 20 agricultural products, 14 of which are classified as exportables and 6 as importables.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6446,importer,Noun,"One who, or that which, imports: especially a person or company importing goods into a country",,"India is the world's biggest importer of gold. The data importer has crashed. Did we receive a corrupted file? 1894, United States. Congress. Senate. Committee on Finance, Opinions of Collectors of Customs Concerning Ad Valorem and Specific Rates of Duty on Imports Tobacco, for instance, shrinks materially by frequent reshippings, and as all goods are warehoused as a convenience to importers, duties should be paid on what the importer receives.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6481,importuner,Noun,One who importunes,,"1605, Sir Edwin Sandys, Europae Speculum [A Relation of the State of Religion in Europe], in Mary Ellen Henley, Sir Edwin Sandy's Europae Speculum: a Critical Edition (2001) abrogators and dispensers against the Lawes of God, but tyrannous importuners and Exactors of theyr owne",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6504,imposer,Noun,One who imposes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6530,impossibility,Noun,Something that is impossible,,Meeting the deadline is an impossibility; there is no way we can be ready in time.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6566,impostor,Noun,Someone who attempts to deceive by using an assumed name or identity,,"1960, P[elham] G[renville] Wodehouse, chapter XX, in Jeeves in the Offing, London: Herbert Jenkins, OCLC 1227855:I said he had a criminal face. He can't help his face. He can help being a crook and an impostor. Calls himself a butler, does he? The police could shake that story. He's no more a butler than I am.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6618,impounder,Noun,One who impounds.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6636,impoverisher,Noun,Someone who impoverishes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6678,imprecator,Noun,One who imprecates or curses.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6716,impregnator,Noun,One who impregnates.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6759,impresser,Noun,One who impresses.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6792,impressionist,Noun,One who adheres to the theory or method of impressionism.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6808,impressor,Noun,"One who, or that which, impresses",,(Can we find and add a quotation of Boyle to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
6870,imprisoner,Noun,One who imprisons.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,True
